Datetime,Open,High,Low,Close,Volume
2021-01-14 17:00:00-05:00,3439.3798828125,3449.2900390625,3439.3798828125,3443.780029296875,0
2021-01-14 16:45:00-05:00,3443.8701171875,3447.75,3440.340087890625,3445.110107421875,40073201
2021-01-14 14:30:00-05:00,3445.0400390625,3451.139892578125,3443.5400390625,3449.800048828125,36743565
2021-01-14 12:30:00-05:00,3449.780029296875,3451.570068359375,3448.030029296875,3448.699951171875,31443467
2021-01-14 12:03:00-05:00,3448.8798828125,3449.929931640625,3444.60009765625,3448.260009765625,31265675
2021-01-14 11:00:00-05:00,3448.0400390625,3457.25,3447.77001953125,3457.25,30494735
2021-01-14 10:06:00-05:00,3457.659912109375,3459.070068359375,3454.280029296875,3457.0,30580400
2021-01-14 09:15:00-05:00,3456.989990234375,3459.5400390625,3456.679931640625,3456.8701171875,26886187
2021-01-14 07:00:00-05:00,3456.800048828125,3460.27001953125,3456.800048828125,3457.239990234375,25958869
2021-01-14 06:10:00-05:00,3457.340087890625,3461.0400390625,3455.1201171875,3455.510009765625,25313189
2021-01-14 05:30:00-05:00,3455.510009765625,3456.27001953125,3452.10009765625,3452.739990234375,25146813
2021-01-14 04:10:00-05:00,3452.659912109375,3453.530029296875,3449.179931640625,3451.7900390625,24116231
2021-01-14 04:00:00-05:00,3451.860107421875,3454.780029296875,3451.860107421875,3452.6201171875,24653141
2021-01-14 04:00:00-05:00,3452.56005859375,3452.919921875,3450.860107421875,3452.639892578125,21827300
2021-01-14 02:30:00-05:00,3452.550048828125,3454.68994140625,3450.280029296875,3453.169921875,25408001
2021-01-14 01:00:00-05:00,3453.239990234375,3455.139892578125,3447.85009765625,3449.97998046875,24069990
2021-01-13 22:00:00-05:00,3449.989990234375,3453.340087890625,3449.469970703125,3451.2099609375,24009874
2021-01-13 20:30:00-05:00,3451.25,3452.1201171875,3446.550048828125,3446.550048828125,22947598
2021-01-13 19:00:00-05:00,3444.679931640625,3444.8701171875,3435.64990234375,3437.739990234375,31465506
2021-01-13 18:00:00-05:00,3437.820068359375,3441.590087890625,3436.4599609375,3441.340087890625,22033995
2021-01-14 16:09:58-05:00,3441.330078125,3444.02001953125,3440.760009765625,3442.389892578125,20163290
2021-01-14 08:38:55-05:00,3442.409912109375,3444.75,3442.14990234375,3444.39990234375,18739758
2021-01-14 00:06:27-05:00,3444.3798828125,3447.780029296875,3441.18994140625,3446.06005859375,21950444
2021-01-13 08:41:37-05:00,3446.10009765625,3448.02001953125,3446.010009765625,3446.56005859375,11308208
2021-01-12 08:42:02-05:00,3445.1298828125,3445.919921875,3442.330078125,3442.330078125,27019499
2021-01-11 15:59:27-05:00,3442.320068359375,3444.419921875,3441.8701171875,3444.199951171875,18283537
2021-01-11 08:41:23-05:00,3444.2099609375,3445.860107421875,3441.72998046875,3445.5,19039052
2021-01-10 06:53:41-05:00,3445.4599609375,3448.14990234375,3445.22998046875,3447.830078125,19144939
2021-01-09 20:30:46-05:00,3447.6298828125,3449.409912109375,3446.830078125,3448.889892578125,17171835
2021-01-08 20:30:38-05:00,3448.93994140625,3450.580078125,3447.820068359375,3450.52001953125,14459878
2021-01-13 21:04:49-05:00,3450.5400390625,3452.77001953125,3450.010009765625,3452.56005859375,16223770
2021-01-13 20:04:49-05:00,3452.60009765625,3454.199951171875,3450.929931640625,3450.949951171875,15834813
2021-01-13 19:04:49-05:00,3450.89990234375,3452.4599609375,3450.800048828125,3451.3701171875,13187740
2021-01-13 19:04:49-05:00,3451.39990234375,3453.5,3451.39990234375,3451.590087890625,14216079
2021-01-12 07:33:00-05:00,3451.580078125,3452.449951171875,3450.449951171875,3451.389892578125,13931206
2021-01-12 07:28:00-05:00,3451.360107421875,3452.030029296875,3450.139892578125,3450.139892578125,14493676
2021-01-13 11:23:00-05:00,3450.1298828125,3463.31005859375,3449.570068359375,3463.169921875,29542554
2021-01-11 07:34:00-05:00,3463.260009765625,3465.449951171875,3458.2900390625,3460.409912109375,22719877
2021-01-11 06:28:00-05:00,3460.139892578125,3463.75,3460.1201171875,3462.780029296875,19306791
2021-01-08 08:14:00-05:00,3462.780029296875,3463.340087890625,3459.56005859375,3459.56005859375,18837912
2021-01-08 07:38:00-05:00,3459.6201171875,3459.8701171875,3456.22998046875,3456.840087890625,16819583
2021-01-08 06:18:00-05:00,3456.840087890625,3459.340087890625,3455.679931640625,3459.340087890625,18356879
2021-01-07 08:42:00-05:00,3459.39990234375,3462.1298828125,3459.0,3461.22998046875,18541397
2021-01-07 07:15:00-05:00,3461.179931640625,3463.699951171875,3460.85009765625,3461.06005859375,18074219
2021-01-07 07:11:00-05:00,3461.010009765625,3467.0,3460.469970703125,3465.760009765625,20406252
2021-01-07 07:04:00-05:00,3465.760009765625,3468.1298828125,3465.760009765625,3467.2900390625,18468200
2021-01-07 01:10:00-05:00,3467.280029296875,3472.22998046875,3466.2099609375,3472.050048828125,17633603
2021-01-05 07:19:00-05:00,3472.0400390625,3474.340087890625,3471.60009765625,3472.8701171875,18623389
2021-01-05 06:55:00-05:00,3472.860107421875,3473.97998046875,3472.429931640625,3473.260009765625,17754152
2021-01-05 06:42:00-05:00,3473.25,3476.300048828125,3473.0400390625,3475.56005859375,18830880
2021-01-14 17:05:50-05:00,3475.580078125,3476.909912109375,3474.110107421875,3474.199951171875,17156070
2021-01-14 17:04:50-05:00,3474.25,3476.929931640625,3473.679931640625,3475.639892578125,16295256
2021-01-14 17:04:50-05:00,3475.429931640625,3475.429931640625,3471.469970703125,3471.469970703125,13754950
2021-01-14 16:04:50-05:00,3471.3798828125,3471.909912109375,3463.679931640625,3466.320068359375,21379817
2021-01-14 15:04:50-05:00,3466.320068359375,3468.169921875,3466.320068359375,3466.719970703125,14591136
2021-01-14 15:04:50-05:00,3466.719970703125,3467.530029296875,3461.1201171875,3465.360107421875,23876549
2021-01-14 15:04:50-05:00,3465.3701171875,3469.070068359375,3464.8798828125,3469.050048828125,16211968
2021-01-14 12:04:50-05:00,3469.06005859375,3471.429931640625,3468.929931640625,3470.169921875,16325530
2021-01-14 10:04:50-05:00,3470.25,3470.949951171875,3465.60009765625,3466.550048828125,16888534
2021-01-14 09:04:50-05:00,3466.610107421875,3468.909912109375,3464.330078125,3464.330078125,15702757
2021-01-13 16:00:00-05:00,3464.31005859375,3467.389892578125,3464.31005859375,3466.760009765625,17665956
2021-01-13 15:00:00-05:00,3466.820068359375,3466.89990234375,3463.1298828125,3464.760009765625,17416450
2021-01-13 14:45:00-05:00,3464.7900390625,3467.580078125,3463.8798828125,3465.840087890625,17362431
2021-01-13 12:02:00-05:00,3465.840087890625,3465.89990234375,3460.330078125,3461.9599609375,16132634
2021-01-13 10:00:00-05:00,3461.889892578125,3461.889892578125,3459.050048828125,3459.239990234375,15540459
2021-01-13 09:05:00-05:00,3459.25,3461.239990234375,3459.090087890625,3459.47998046875,17339512
2021-01-13 07:00:00-05:00,3459.4599609375,3464.10009765625,3459.389892578125,3463.739990234375,16674721
2021-01-13 06:30:00-05:00,3463.72998046875,3463.93994140625,3447.159912109375,3447.2099609375,29995686
2021-01-13 05:30:00-05:00,3447.280029296875,3447.610107421875,3439.31005859375,3443.929931640625,39072605
2021-01-13 04:56:00-05:00,3443.8798828125,3446.889892578125,3436.449951171875,3445.7099609375,34438279
2021-01-13 04:15:00-05:00,3445.639892578125,3449.300048828125,3442.659912109375,3448.760009765625,23948076
2021-01-13 04:00:00-05:00,3448.639892578125,3452.18994140625,3446.68994140625,3451.639892578125,23456197
2021-01-13 02:30:00-05:00,3451.409912109375,3451.409912109375,3445.43994140625,3448.530029296875,26463655
2021-01-13 01:00:00-05:00,3448.280029296875,3448.330078125,3440.989990234375,3445.639892578125,30094172
2021-01-12 20:30:00-05:00,3445.72998046875,3457.219970703125,3445.72998046875,3455.77001953125,35785821
2021-01-12 19:00:00-05:00,3455.760009765625,3455.760009765625,3448.77001953125,3449.090087890625,39504223
2021-01-12 19:00:00-05:00,3449.050048828125,3453.090087890625,3445.050048828125,3450.389892578125,57685904
2021-01-12 17:30:00-05:00,3450.219970703125,3450.419921875,3443.010009765625,3443.010009765625,112363799
